name,protein,fat,carbohydrates,sugar,sodium,calories,class,,
Porridge with Honey,9.1,8.4,44.8,0.0,0.143,307.0,0,,
Porridge Oats,5.5,2.6,22.4,0.5,0.0,144.0,0,,
Chinese Rice Porridge,1.7,0.2,21.0,0.0,10.0,92.0,0,,
Scottish Porridge Oats,4.4,3.2,24.0,0.4,0.0,150.0,0,,
Porridge,6.1,2.3,25.3,0.5,4.1,144.12,0,,
Porridge,5.0,3.2,24.0,0.0,1.0,150.0,0,,
Porridge,9.0,8.4,28.8,6.6,0.1,243.0,0,,
Porridge,4.8,3.4,22.4,0.4,0.0,148.0,0,,
Porridge,13.0,3.9,49.0,17.0,77.5,294.0,0,,
Porridge,3.5,2.6,17.4,0.3,0.1,112.0,0,,
Rice Porridge,8.2,12.0,41.0,0.0,0.0,292.0,0,,
Essential Porridge Oats,4.8,3.4,22.4,0.4,0.0,148.0,0,,
Golden Syrup Porridge,3.0,2.3,24.0,7.7,0.1,135.0,0,,
Oats,6.1,4.2,28.1,0.5,0.0,185.0,0,,
Porridge with whole milk,9.84,9.5,30.39,9.3,86.0,251.4,0,,
Porridge 30 g,5.5,2.8,16.4,0.3,1.0,114.0,0,,
Scottish Porridge Oats 30,5.2,3.5,31.0,0.6,0.0,185.0,0,,
Porridge Oats,3.3,2.1,18.3,0.4,0.0,113.0,0,,
Porridge,6.0,2.5,21.0,0.0,0.0,120.0,0,,
Porridge,3.0,2.1,15.9,0.3,0.0,100.0,0,,
Porridge,3.0,2.1,15.9,0.3,0.0,100.0,0,,
Porridge,3.1,2.2,25.0,7.7,0.0,136.0,0,,
Porridge Oats,4.8,2.1,25.6,0.6,0.0,147.0,0,,
Porridge,17.8,5.9,17.2,8.8,238.0,200.0,0,,
Porridge,12.1,8.4,56.1,1.0,6.0,370.0,0,,
Porridge Everyday Essentials,3.3,2.1,18.3,0.4,0.01,113.0,0,,
Fish,11.0,10.0,28.0,0.0,0.0,268.0,0,,
Oatmeal Porridge,5.2,2.6,23.2,0.6,0.8,148.0,0,,
Porridge Oats,4.8,3.4,22.4,0.4,0.0,148.0,0,,
Golden Syrup Porridge,8.5,3.5,46.0,0.0,0.0,260.0,0,,
Porridge,12.4,4.1,16.3,7.6,116.0,156.0,0,,
Porridge,4.8,2.1,25.6,0.6,0.0,147.0,0,,
Porridge,9.1,1.8,30.03,8.8,0.0,174.0,0,,
Porridge Oats,5.0,3.0,27.0,1.0,1.0,148.0,0,,
Porridge,3.0,2.2,16.2,0.3,0.01,101.0,0,,
Porridge,8.9,5.0,24.8,8.9,200.0,180.0,0,,
Porridge Oats,4.5,2.4,25.0,0.4,0.0,147.0,0,,
Organic Porridge,4.4,2.2,29.2,0.5,0.0,155.0,0,,
Porridge -Golden Syrup,9.4,5.0,34.4,17.4,0.1,225.0,0,,
Porridge ,4.8,2.1,25.6,0.6,0.0,147.0,0,,
Duck Porridge,56.6,17.0,54.0,0.0,0.0,596.0,0,,
Rice Porridge,7.0,2.0,10.0,0.0,312.0,96.0,0,,
Porridge,8.2,3.7,45.9,16.4,0.14,250.0,0,,
Express Porridge Original,9.3,5.0,24.7,8.7,0.1,187.0,0,,
So Easy Porridge Oats,3.3,2.6,18.0,0.3,0.0,109.0,0,,
Cornmeal Porridge,6.0,0.0,45.0,24.0,540.0,210.0,0,,
Golden Syrup Porridge,3.0,2.3,24.0,7.7,0.1,135.0,0,,
Free from Porridge Oats,7.5,4.0,32.0,0.7,0.0,195.0,0,,
Special K Porridge,2.5,1.0,19.0,3.5,0.01,104.0,0,,
Instant Porridge,3.5,2.6,17.4,0.3,0.0,115.0,0,,
Champaigne Grapes,1.0,0.0,15.0,14.0,0.0,50.0,2,,
Champaigne Vinaigrette Light,0.0,5.0,2.0,1.0,460.0,50.0,2,,
Pasta In Cream Sauce,0.0,29.0,0.0,0.0,0.0,608.0,2,,
Mango,0.0,0.0,27.0,18.0,10.0,110.0,2,,
Champaigne Vinaigrette,0.0,17.0,2.0,0.0,110.0,151.0,2,,
Chicken,22.0,10.0,0.0,0.0,95.0,180.0,2,,
Unsweetened Coconut Milk,0.0,4.5,1.0,0.0,40.0,45.0,2,,
Iced Caffe Latte - Tall - Nonfat milk,6.0,0.0,10.0,9.0,80.0,70.0,2,,
Frozen Mixed Berries,1.0,0.0,17.0,11.0,15.0,70.0,2,,
Garlic Fries,2.0,9.0,23.0,0.0,240.0,170.0,2,,
Cheddar Cheese,6.0,9.0,1.0,0.0,180.0,110.0,2,,
Zaxbys,0.0,17.0,2.0,1.0,260.0,160.0,2,,
Korean Fried Chicken,52.0,29.0,33.0,25.0,1860.0,610.0,2,,
Muddy Buddies,2.0,4.5,20.0,9.0,50.0,130.0,2,,
"Chicken, Brown Rice, Cheese, Lettuce",43.0,19.0,33.0,1.0,700.0,455.0,2,,
Tandoor Baked Naan,6.0,5.0,29.0,2.0,430.0,190.0,2,,
Large Flour Tortilla,6.0,8.0,44.0,0.0,640.0,270.0,2,,
Organic Creamy Tomato Soup,5.0,2.0,16.0,12.0,750.0,100.0,2,,
Hershey's Kisses Brand Chocolates - Limited Edition Coconut Creme,2.0,2.0,3.0,3.0,0.0,30.0,2,,
"Lotus root, raw",2.6,0.1,17.23,0.0,40.0,74.0,2,,
Pomegranate Pistachio Blueberry Bar,4.0,10.0,22.0,10.0,25.0,190.0,2,,
Tater Bites,2.0,8.0,20.0,1.0,340.0,160.0,2,,
Sweet and Spicy Pecans,2.0,17.0,8.0,5.0,60.0,190.0,2,,
Chez Mix,2.0,3.5,21.0,2.0,0.0,120.0,2,,
White Bread,2.0,1.5,15.0,2.0,150.0,80.0,2,,
Fig Bar,1.0,2.0,24.0,13.0,75.0,120.0,2,,
Honey Oat Bread,4.0,1.5,25.0,5.0,210.0,130.0,2,,
"Green Peas, Frozen",5.0,0.0,12.0,4.0,75.0,70.0,2,,
Cherry,2.0,3.0,24.0,12.0,110.0,120.0,2,,
Chocolate & Caramel Bar,15.0,8.0,17.0,4.0,60.0,190.0,2,,
String Cheese,8.0,5.0,1.0,0.0,170.0,80.0,2,,
Crispy Minis Ketchup,1.0,3.0,15.0,2.0,190.0,90.0,2,,
Peanut Butter Crackers,3.0,6.0,15.0,2.0,200.0,130.0,2,,
Quinoa Bread,6.0,2.5,21.0,2.0,180.0,130.0,2,,
Chocolate Shake,15.0,8.0,16.0,6.0,300.0,180.0,2,,
Sundried Tomato Chicken,12.0,3.5,39.0,4.0,470.0,220.0,2,,
Swiss Steak with Gravy,21.658,16.1,6.921,1.607,172.467,262.268,2,,
Cookie Dough Ice Ceam (500ml),3.5,13.0,26.0,21.0,0.14,230.0,2,,
Vegan Soft Tacos,19.0,11.3,41.5,5.84,591.0,339.0,2,,
French Onion Soup 237ml (8 oz),8.0,9.0,20.0,6.0,1650.0,180.0,2,,
Manicotti,31.0,30.0,28.5,7.6,1145.0,516.0,2,,
Mini Robin Eggs Malted Milk Candy,1.0,5.0,36.0,31.0,65.0,190.0,2,,
Red Beans and Rice,9.0,0.5,38.0,5.0,680.0,190.0,2,,
Apricot - Fresh Fruit - Small,0.5,0.1,3.9,3.2,0.0,17.0,2,,
Ezekial Cinnamon Raisin Bread,3.0,0.0,18.0,5.0,65.0,80.0,2,,
Cheese Fries- Regular,5.0,12.4,31.0,0.0,380.0,242.0,2,,
Roasted Veggie Wrap,6.0,12.0,60.0,4.0,500.0,340.0,2,,
Black Keurig,0.28,0.0,0.0,0.0,5.0,0.0,2,,
Small Fries From Bk Website (4/17),4.0,14.0,44.0,0.0,480.0,320.0,2,,
Fresh Vegetable Stuffing Side,4.0,10.0,28.0,5.0,520.0,220.0,2,,
"Vegetable Stir Fry - Cabbage, Bean Sprouts, Zucchini, Carrots",3.2,3.3,14.1,4.5,160.0,90.0,2,,
1/2 Smoked Turkey Sandwich,16.0,1.5,33.0,1.0,820.0,210.0,2,,
Adobo Lime Chicken Salad,25.0,15.0,41.0,10.0,902.0,400.0,2,,
Chocolate Covered Pretzels-Dark Chocolate,2.0,7.0,19.0,8.0,130.0,130.0,2,,
Гречка отварная,4.18,1.7,19.03,0.0,3.0,103.0,2,,
Olive Oil Spray,0.05,3.4,0.05,0.05,4.0,30.0,2,,
Quorn Chilli Con Carne,10.0,10.0,28.4,17.5,0.0,261.0,2,,
Dum Dum Pops (Mini Suckers),0.0,0.0,13.0,10.0,0.0,51.0,2,,
Boneless Skinless Chicken Breasts-Frozen,21.0,2.5,0.0,0.0,260.0,110.0,2,,
Po Boy Chicken Sandwich,31.0,34.0,61.0,3.0,2120.0,660.0,2,,
Buffalo Chicken Tender Sub Wheat No Cheese,116.0,44.0,112.0,17.5,2330.0,1310.0,2,,
Classic Cafe Half Salad W/Out Dressing ,1.0,0.0,5.0,2.0,15.0,20.0,2,,
Teriyaki Shrimp,2.0,4.0,17.0,0.0,0.0,134.0,2,,
Sugar Free Peanut Butter Cups (2 Pcs) (Net Carbs),4.0,12.0,3.0,0.0,95.0,160.0,2,,
Cornish Pasty - Large,17.0,0.0,50.0,0.0,400.0,500.0,2,,
Strawberry Banana Fruit Smoothie (Medium),5.0,1.5,44.0,40.0,45.0,200.0,2,,
Light & Fit Greek Yogurt Tiramisu,12.0,0.0,9.0,7.0,45.0,80.0,2,,
Spicy Basil Tofu,12.28,3.46,41.54,1.78,494.0,246.0,2,,
Cream Cake,2.3,16.1,20.7,10.8,0.1,265.0,2,,
-Net Carbs,2.0,5.0,17.0,1.0,540.0,120.0,2,,
Strawberry Wild Light,4.0,0.0,37.0,31.0,125.0,160.0,2,,
Strawberry Crepes,6.0,10.0,40.0,26.0,120.0,250.0,2,,
Stir Fry Blend,1.0,0.0,6.0,3.0,25.0,35.0,2,,
Traditional Crust Pepperoni Pizza (Correct 2015),13.0,17.0,41.0,6.0,670.0,360.0,2,,
Farmed Steelhead Trout,5.57,1.43,0.0,0.0,59.0,38.57,2,,
Vegas Bomb Shot,0.0,0.0,4.0,2.0,2.6,110.0,2,,
Cauliflower (Raw),1.9,0.3,5.0,1.9,30.0,25.0,2,,
"Strawberry Banana Fruit Smoothie, Medium",4.0,1.0,58.0,54.0,60.0,250.0,2,,
Dorsch,21.9,0.9,0.0,0.0,82.0,97.0,2,,
Caramel Tart,3.9,11.8,25.8,15.7,128.8,235.63,2,,
Cornetto Enigma - Vanilla With Chocolate & Almond,3.0,10.0,20.0,14.0,0.05,180.0,2,,
Sopa Con Fideos,6.0,2.0,25.0,0.0,0.0,148.0,2,,
Gelato,3.5,14.0,25.0,18.0,0.08,230.0,2,,
Gnocchi With Sauce Bolognese,18.0,3.5,60.0,2.6,77.0,380.0,2,,
Spicy Chicken Taquito,14.0,9.0,35.0,3.0,760.0,280.0,2,,
Vanilla Snow,4.0,0.0,22.0,18.0,70.0,100.0,2,,
Tiramisu Layer Cake,6.6,30.5,22.7,13.2,60.0,387.0,2,,
Yellow With Vidalia Onion,1.0,0.0,6.0,3.0,300.0,25.0,2,,
Simply Cheddar Cracker Chips,2.0,3.0,22.0,4.0,240.0,120.0,2,,
Crusty Bun,3.0,0.5,22.0,0.0,230.0,110.0,2,,
Homemade Lamb Kefta Kababs,20.0,25.0,4.0,0.0,220.0,354.0,2,,
Diet Root Beer 591ml (20 oz),0.0,0.0,0.0,0.0,180.0,0.0,2,,
Chocolate Peanut Butter Crisp,11.0,6.0,32.0,13.0,170.0,220.0,2,,
Shrimp and Broccoli Cavatappi W/o Pasta,25.0,21.5,6.0,3.0,1980.0,370.0,2,,
Eggs Benedict (Per Website - 2017),36.0,31.0,32.0,4.0,1659.0,555.0,2,,
Veg Stirfry,0.0,0.0,0.0,0.0,0.0,50.0,2,,
Millionaires Cheesecake,3.7,21.1,41.0,20.0,150.0,341.0,2,,
"12"" Deep Dish Pepperoni Pizza Slice",11.0,15.5,29.0,2.0,550.0,310.0,2,,
Island Fries,0.0,235.0,41.0,1.0,1360.0,410.0,2,,
Tomato Florentine Soup,2.0,2.0,15.0,4.0,440.0,90.0,2,,
Mexican Rice,3.35,8.38,28.57,5.0,487.0,199.0,0,,
Pilau Rice,3.8,3.1,30.7,1.7,0.3,171.0,0,,
Rice,3.0,0.5,36.0,0.0,0.0,160.0,0,,
Rice,6.0,3.5,47.0,0.0,0.0,240.0,0,,
Rice,3.0,0.0,35.0,0.0,0.0,160.0,0,,
Yellow Rice,4.0,1.0,43.0,1.0,750.0,200.0,0,,
Spanish Rice,5.0,2.5,40.0,0.0,0.0,200.0,0,,
Rice,3.0,0.0,35.0,0.0,0.0,150.0,0,,
Yellow Rice,2.99,0.27,32.96,0.62,869.0,150.0,0,,
Rice,3.0,2.0,40.0,0.0,0.0,190.0,0,,
Rice Cake,1.0,0.0,11.0,0.0,0.0,26.0,0,,
Rice,5.0,1.0,41.0,1.0,690.0,190.0,0,,
Instant Rice,5.0,0.0,45.0,0.0,5.0,200.0,0,,
Dirty Rice,3.0,0.0,29.0,0.0,0.0,130.0,0,,
Rice,4.0,3.4,37.4,0.0,0.0,201.0,0,,
Jasmine Rice,3.0,0.0,42.0,0.0,0.0,180.0,0,,
Fried Rice,10.95,11.6,41.88,1.5,925.0,321.0,0,,
Rice Milk Original,1.0,2.5,23.0,10.0,100.0,120.0,0,,
Chicken Fried Rice,11.0,4.5,42.0,2.0,820.0,250.0,0,,
"White Rice, Long Grain •",4.3,0.4,44.5,0.1,2.0,205.0,0,,
White Rice,4.0,0.5,37.0,0.0,0.0,170.0,0,,
Rice,3.0,0.5,36.0,0.0,0.0,160.0,0,,
Rice Krispies,1.0,2.0,17.0,8.0,105.0,90.0,0,,
Rice,3.5,0.33,36.7,0.09,9.0,169.0,0,,
Wild Rice,6.5,0.6,35.0,1.2,5.0,166.0,0,,
Boiled,2.0,0.0,23.0,0.0,0.0,100.0,0,,
White Rice,3.0,0.5,37.0,0.0,0.0,160.0,0,,
Brown Rice,5.0,3.0,39.0,0.0,15.0,190.0,0,,
Chicken Rice,5.0,1.0,41.0,1.0,690.0,190.0,0,,
"Snacks, rice cakes, brown rice, plain",8.2,2.8,81.5,0.88,326.0,387.0,0,,
Brown Whole Grain Rice,3.0,1.0,32.0,0.0,0.0,150.0,0,,
Rice,4.0,0.0,36.0,0.0,5.0,160.0,0,,
Rice,3.5,0.3,36.7,0.0,0.0,169.0,0,,
Bowl of White Rice,3.0,0.0,36.0,0.0,5.0,160.0,0,,
Rice,2.0,4.0,20.0,0.0,0.0,125.0,0,,
Rice,3.0,1.5,33.0,0.0,10.0,150.0,0,,
Red Rice,3.0,0.0,36.0,0.0,0.0,150.0,0,,
Rice,5.0,1.5,42.0,0.0,0.0,200.0,0,,
Red Beans & Rice,7.0,0.5,40.0,1.0,1060.0,190.0,0,,
Carmel Rice Cake,1.0,0.0,11.0,3.0,30.0,50.0,0,,
Rice Rollers,1.0,0.0,10.0,4.0,5.0,45.0,0,,
White Rice,4.0,0.0,36.0,0.0,5.0,160.0,0,,
Rice,3.0,0.0,23.0,0.0,135.0,110.0,0,,
"Rice Cake, Brown",1.0,0.5,14.0,0.0,35.0,60.0,0,,
Rice,3.0,0.0,34.0,0.0,0.0,150.0,0,,
Brown Rice,5.0,4.0,44.0,0.0,160.0,230.0,0,,
Rice,2.0,5.0,26.0,0.0,500.0,160.0,0,,
Pork Fried Rice,11.94,12.87,41.94,1.41,598.0,335.0,0,,
Brown Rice,6.0,3.5,47.0,1.0,400.0,240.0,0,,
Rice,2.0,3.0,23.0,0.0,150.0,130.0,0,,
Wild Rice,5.0,4.5,42.0,0.0,135.0,230.0,0,,
Rice,4.5,5.4,49.2,7.4,0.0,273.0,0,,
Rice Cake,1.0,0.0,11.0,3.0,30.0,50.0,0,,
Rice Cake,1.0,0.4,7.0,0.1,15.0,35.0,0,,
Rice Drink,1.0,2.5,23.0,10.0,100.0,120.0,0,,
Rice Chips,2.0,7.0,18.0,0.0,85.0,140.0,0,,
Rice Crispy Treat,1.0,2.0,17.0,8.0,105.0,90.0,0,,
Texmati Rice,3.0,0.5,34.0,0.0,0.0,150.0,0,,
Rice,5.0,1.0,41.0,1.0,690.0,190.0,0,,
White Rice (Cooked),4.0,0.0,45.0,0.0,2.0,205.0,0,,
Rice,3.0,0.0,35.0,0.0,0.0,160.0,0,,
Rice Roller,1.0,0.0,10.0,0.0,0.0,45.0,0,,
Rice,3.0,0.5,35.0,1.0,0.0,160.0,0,,
White Rice,3.0,0.0,35.0,0.0,0.0,150.0,0,,
Royal Blend Rice Blend,3.0,0.5,30.0,0.0,5.0,140.0,0,,
Rice,3.0,0.0,35.0,0.0,0.0,150.0,0,,
Rice- Texmati Brown,4.0,1.0,35.0,0.0,0.0,170.0,0,,
Spanish Rice,4.0,2.5,40.0,3.0,620.0,200.0,0,,
Premium White Rice,5.0,0.0,41.0,0.0,5.0,190.0,0,,
Rice,5.7,0.8,33.7,1.7,0.0,153.0,0,,
Chips,2.0,6.0,19.0,1.0,110.0,140.0,0,,
Caramel,1.0,0.0,11.0,3.0,30.0,50.0,0,,
California Brown Basmati Rice,4.0,1.5,33.0,1.0,0.0,150.0,0,,
Rice,3.0,1.0,35.0,0.0,0.0,150.0,0,,
"Rice noodles, cooked",1.79,0.2,24.01,0.03,19.0,108.0,0,,
Brown Rice,2.6026,1.0514,25.799,0.6265,39.1769,123.953,0,,
"Wild rice, cooked",3.99,0.34,21.34,0.73,3.0,101.0,0,,
Chocolate,1.0,1.0,12.0,4.0,40.0,60.0,0,,
Rice,4.0,2.5,43.0,1.0,10.0,200.0,0,,
Rice Chex,2.0,0.5,23.0,2.0,240.0,100.0,0,,
Kroger Long Grain Brown Rice,4.0,1.5,35.0,0.0,0.0,160.0,0,,
Fried Rice,9.0,3.0,14.0,1.0,868.0,108.0,0,,
Parboiled Rice,4.0,0.0,37.0,0.0,0.0,170.0,0,,
Spicy Rice,4.5,5.4,49.2,7.4,2.1,273.0,0,,
Yellow Rice,4.0,0.0,35.0,0.0,600.0,160.0,0,,
Brown Rice,3.0,1.0,32.0,0.0,0.0,150.0,0,,
Basmati,4.0,1.5,35.0,1.0,0.0,160.0,0,,
Rice,4.0,0.0,43.0,0.0,0.0,190.0,0,,
Rice,4.0,1.0,33.0,0.0,0.0,150.0,0,,
Pudding,4.0,2.0,21.0,14.0,0.0,120.0,0,,
Rice Vinegar,0.0,0.0,5.0,5.0,240.0,20.0,0,,
Rice Pilaf,6.0,1.0,54.0,1.0,1140.0,250.0,0,,
Fried Rice,11.0,19.0,64.0,3.0,830.0,470.0,0,,
Brown Rice,5.0,4.0,44.0,0.0,160.0,230.0,0,,
Rice Cakes,1.0,0.0,14.0,0.0,0.0,60.0,0,,
Brown Rice,4.1,4.5,35.8,1.0,5.0,211.0,0,,
Rice Cake,1.0,0.5,8.0,0.0,10.0,40.0,0,,
Black Rice,7.3996,2.0155,63.6524,0.8431,11.4123,299.12,0,,
Chicken & Rice,11.0,11.0,34.0,2.0,990.0,280.0,0,,
Mexican Rice,1.7,4.5,16.0,1.0,37.0,112.5,0,,
Pasta,20.0,2.0,7.0,0.0,300.0,130.0,1,,
Angel Hair Pasta,7.0,1.0,42.0,2.0,0.0,200.0,1,,
Wheat Pasta,7.0,1.5,41.0,2.0,0.0,200.0,1,,
Pasta,16.0,11.0,53.0,0.0,0.0,371.0,1,,
Pasta,7.0,1.5,41.0,2.0,10.0,200.0,1,,
Whole Grain Pasta,7.0,1.5,41.0,2.0,0.0,200.0,1,,
Quinoa Pasta,4.0,1.0,46.0,1.0,4.0,205.0,1,,
Brown Rice Pasta,4.0,1.5,43.0,0.0,0.0,200.0,1,,
Pasta,7.0,10.0,38.0,0.0,1653.0,259.0,1,,
Penne,7.0,1.0,42.0,2.0,10.0,200.0,1,,
Pasta,7.0,1.0,41.0,2.0,10.0,200.0,1,,
Pasta,7.0,1.0,41.0,2.0,0.0,200.0,1,,
Pasta,7.0,1.0,42.0,2.0,0.0,200.0,1,,
Pasta,7.0,1.0,42.0,2.0,0.0,200.0,1,,
Pasta,7.0,1.0,41.0,2.0,0.0,200.0,1,,
Pasta,7.0,1.0,41.0,2.0,0.0,200.0,1,,
Pasta,7.0,1.0,41.0,2.0,0.0,200.0,1,,
Noodles,7.0,1.0,42.0,2.0,0.0,200.0,1,,
Pasta,7.0,1.0,41.0,1.0,10.0,190.0,1,,
Pasta,7.0,1.0,42.0,0.0,0.0,200.0,1,,
Pasta,7.0,1.0,41.0,2.0,0.0,200.0,1,,
Pasta,6.0,1.0,43.0,3.0,0.0,210.0,1,,
Pasta,7.0,1.0,42.0,2.0,0.0,200.0,1,,
Linguine,7.0,1.0,42.0,2.0,0.0,200.0,1,,
Pasta,7.0,1.0,42.0,2.0,0.0,200.0,1,,
Pasta,7.0,1.0,42.0,0.0,0.0,200.0,1,,
Pasta,9.4,1.1,54.8,1.8,0.0,270.0,1,,
Pasta,7.0,1.0,41.0,2.0,0.0,210.0,1,,
Angel Hair Pasta & Herbs,7.0,13.0,38.0,2.0,610.0,310.0,1,,
Orzo,7.0,1.0,41.0,2.0,0.0,200.0,1,,
Pasta,7.0,1.0,42.0,2.0,0.0,200.0,1,,
Pasta,7.0,1.0,41.0,2.0,0.0,200.0,1,,
Pasta,6.0,1.0,44.0,3.0,0.0,210.0,1,,
Rotini Pasta,7.0,1.5,41.0,2.0,0.0,210.0,1,,
Pasta Salad,3.4495,2.9214,20.0317,2.408,339.53,119.443,1,,
Pasta,12.3,1.7,73.1,3.5,0.0,362.0,1,,
Pasta,8.0,3.0,40.0,2.0,15.0,220.0,1,,
Pasta,7.0,1.0,44.0,2.0,0.0,210.0,1,,
Pasta Shells,7.0,1.0,42.0,2.0,0.0,200.0,1,,
Pasta Sauce,2.0,2.0,12.0,7.0,480.0,80.0,1,,
"Pasta, corn, cooked",2.63,0.73,27.91,0.0,0.0,126.0,1,,
Pasta Integrale,13.0,2.5,65.7,3.5,0.0,350.0,1,,
Pasta,9.1,0.8,54.3,1.5,0.02,265.0,1,,
Cooked Pasta,8.0,1.3,43.0,0.8,1.0,221.0,1,,
Wholewheat Fusilli Pasta,4.8,0.9,28.3,0.5,0.0,148.0,1,,
Pasta,7.0,1.0,41.0,2.0,0.0,200.0,1,,
Penne Pasta,7.0,1.0,42.0,2.0,10.0,200.0,1,,
Pasta (Carbonara),13.3,8.0,90.0,0.0,0.0,480.0,1,,
3 Cheese Pasta,10.0,2.0,40.0,8.0,334.0,198.0,1,,
Linguine,7.0,1.0,42.0,2.0,0.0,200.0,1,,
Pasta Salad,8.0,6.0,22.0,2.0,400.0,170.0,1,,
Pasta,7.0,1.0,42.0,2.0,0.0,210.0,1,,
Fettuccine Pasta,8.0,1.5,39.0,1.0,140.0,200.0,1,,
Penne Pasta,6.0,0.5,39.0,1.0,15.0,180.0,1,,
Pasta - Rotini,7.0,1.0,42.0,2.0,0.0,200.0,1,,
Pasta,7.2,3.6,39.2,3.6,0.26,218.0,1,,
Pasta,20.0,2.5,12.0,1.0,290.0,150.0,1,,
Pasta,12.0,0.7,77.0,0.0,0.0,362.0,1,,
Bowtie Pasta,7.0,1.0,42.0,2.0,0.0,200.0,1,,
Pasta,11.5,1.9,71.8,3.5,0.0,356.0,1,,
Pasta Salad,22.0,23.0,75.0,3.0,600.0,580.0,1,,
Spaghetti Pasta,9.4,1.1,54.8,0.0,0.0,270.0,1,,
Elbow Pasta,7.0,1.0,42.0,2.0,0.0,200.0,1,,
Pasta Sauce,2.0,2.5,13.0,8.0,480.0,80.0,1,,
Penne Pasta,9.4,1.1,54.8,1.8,0.0,270.0,1,,
Farfalle Pasta,7.0,1.0,42.0,2.0,0.0,200.0,1,,
Pasta Salad,4.0,9.0,19.0,2.0,480.0,160.0,1,,
Pasta (Grams),0.0,0.0,0.0,0.0,0.0,150.0,1,,
Penne Pasta-plain,7.0,1.0,41.0,2.0,0.0,200.0,1,,
Penne Pasta Uncooked,9.0,1.5,54.0,1.5,0.0,266.0,1,,
Pasta Al Sugo,14.0,1.0,73.0,4.0,272.0,500.0,1,,
Pasta Al Pesto,18.0,6.0,76.0,0.0,0.0,460.0,1,,
Pasta In Bianco,13.0,1.5,75.0,2.0,0.0,371.0,1,,
Pasta Fagioli,8.0,3.5,25.0,2.0,690.0,160.0,1,,
Pasta Al Pomodoro,7.0,0.0,36.0,0.0,0.0,178.0,1,,
Primavera Pasta,16.0,27.0,59.0,3.0,770.0,540.0,1,,
Pasta Alla Carbonara,14.18,17.03,41.12,0.11,563.0,379.0,1,,
Ditalini Pasta,7.0,1.0,42.0,2.0,0.0,200.0,1,,
Pasta,13.0,1.5,70.2,3.4,0.01,352.0,1,,
Noodles,7.0,3.5,36.0,3.0,0.0,200.0,1,,
Pasta,12.0,1.7,73.0,0.0,0.0,355.0,1,,
Pasta,7.0,1.0,42.0,2.0,10.0,200.0,1,,
Pasta,12.0,1.0,68.0,0.0,0.0,340.0,1,,
Fresh Pasta,6.3,1.6,26.9,0.0,0.0,147.0,1,,
Penne (Pasta),12.3,1.7,73.1,3.5,0.0,362.0,1,,
Pasta Integrale,12.0,1.5,62.0,3.5,0.005,330.0,1,,
Spaghetti,7.0,1.0,41.0,1.0,10.0,190.0,1,,
Pasta,7.0,1.0,41.0,1.0,10.0,190.0,1,,
Pasta,12.7,2.2,68.6,1.4,6.0,356.0,1,,
Farfalle Pasta,9.4,1.1,54.8,1.8,0.0,270.0,1,,
Pasta,6.0,0.5,39.0,1.0,15.0,180.0,1,,
Pasta Pesto,9.24,21.03,23.49,0.88,147.0,315.0,1,,
Quinoa Pasta,4.0,1.0,46.0,0.5,4.0,205.0,1,,
Pasta Carbonara,26.5,9.0,61.0,8.0,688.0,409.0,1,,
Gemelli Pasta,7.0,1.0,42.0,2.0,0.0,200.0,1,,
Pasta Conchiglie,9.4,1.1,54.8,1.8,0.0,270.0,1,,
Yaş Pasta,6.0,26.0,34.0,0.0,0.0,395.0,1,,
Fusilli Pasta,12.3,1.7,73.1,3.5,0.0,362.0,1,,
Pasta Salad,3.8,9.5,22.3,1.3,305.6,190.0,1,,
Penne Pasta,7.3992,4.5926,39.369,0.7144,1.2757,231.676,1,,
Chocolate Croissant,5.0,13.75,25.0,0.0,0.0,237.0,2,,
Chocolate,17.0,2.0,17.0,6.0,150.0,160.0,2,,
Chocolate Frosting,0.0,5.0,21.0,18.0,95.0,130.0,2,,
Chocolate Protein,24.0,1.0,3.0,1.0,0.0,120.0,2,,
"Cake - Chocolate, with chocolate frosting",4.1,16.4,54.6,0.0,334.0,367.0,2,,
Chocolate Waffle,4.0,7.0,31.0,0.0,0.0,200.0,2,,
Chocolate Chips,1.0,4.0,9.0,8.0,5.0,70.0,2,,
Hot Chocolate,1.0,3.5,18.0,17.0,0.0,100.0,2,,
Dove Chocolate,2.0,13.0,24.0,22.0,25.0,220.0,2,,
Milk - Chocolate,3.17,3.39,10.34,9.54,60.0,83.0,2,,
Chocolate syrup,2.1,1.13,65.1,49.65,72.0,279.0,2,,
Chocolate Chips,1.0,4.0,10.0,8.0,0.0,80.0,2,,
Mousse,5.0,2.0,6.0,3.0,35.0,60.0,2,,
Milk Chocolate Bar,3.0,13.0,26.0,24.0,35.0,210.0,2,,
Chocolate,1.4,5.4,10.3,0.0,0.0,95.0,2,,
Chocolate,4.0,8.0,35.0,11.0,180.0,220.0,2,,
Chocolate,1.0,4.5,7.0,6.0,0.0,70.0,2,,
Chocolate,3.0,12.0,25.0,23.0,35.0,200.0,2,,
Rolo,1.2,5.4,18.1,0.0,0.0,127.0,2,,
Chocolate,1.0,6.0,5.0,5.0,0.0,80.0,2,,
Chocolate,1.1,4.3,6.7,6.6,15.0,70.0,2,,
Biscotti,3.0,6.0,24.0,13.0,0.0,160.0,2,,
Chocolate,9.0,1.0,13.0,9.0,100.0,90.0,2,,
Chocolate,1.0,0.5,14.0,13.0,30.0,60.0,2,,
